time,1
2024-06-01 00:00:00,214.4
2024-06-01 00:10:00,223.5
2024-06-01 00:20:00,237.1
2024-06-01 00:30:00,257.1
2024-06-01 00:40:00,285.4
2024-06-01 00:50:00,324.3
2024-06-01 01:00:00,375.9
2024-06-01 01:10:00,442.2
2024-06-01 01:20:00,524.2
2024-06-01 01:30:00,622.0
2024-06-01 01:40:00,734.4
2024-06-01 01:50:00,858.2
2024-06-01 02:00:00,988.5
2024-06-01 02:10:00,1118.6
2024-06-01 02:20:00,1241.0
2024-06-01 02:30:00,1347.2
2024-06-01 02:40:00,1429.7
2024-06-01 02:50:00,1482.1
2024-06-01 03:00:00,1500.0
2024-06-01 03:10:00,1482.1
2024-06-01 03:20:00,1429.7
2024-06-01 03:30:00,1347.2
2024-06-01 03:40:00,1241.0
2024-06-01 03:50:00,1118.6
2024-06-01 04:00:00,988.5
2024-06-01 04:10:00,858.2
2024-06-01 04:20:00,734.4
2024-06-01 04:30:00,622.0
2024-06-01 04:40:00,524.2
2024-06-01 04:50:00,442.2
2024-06-01 05:00:00,375.9
2024-06-01 05:10:00,324.3
2024-06-01 05:20:00,285.4
2024-06-01 05:30:00,257.1
2024-06-01 05:40:00,237.1
2024-06-01 05:50:00,223.5
2024-06-01 06:00:00,214.4
